"";"position";"rank";"name";"uri";"imageUri";"industry";"country";"revenue";"marketValue";"headquarters";"ceo";"profits";"assets";"state";"thumbnail";"squareImage"
"1181";378;378;"Maybank";"maybank";"maybank";"Regional Banks";"Malaysia";9973;24007;"Malaysia";"Abdul Farid bin Alias";2011;195279;NA;NA;NA
"1182";850;850;"Mazda Motor";"mazda-motor";"mazda-motor";"Auto & Truck Manufacturers";"Japan";32131;7593;"Japan";"Akira Marumoto";581;25187;NA;NA;NA
"1183";1257;1257;"McCormick";"mccormick";"mccormick";"Food Processing";"United States";5403;20379;"Maryland";"Valerio Erik Morra";659;10228;"Maryland";NA;NA
"1184";255;255;"McDonald's";"mcdonalds";"mcdonalds";"Restaurants";"United States";21025;148813;"Illinois";"Stephen J. Easterbrook";5924;32811;"Illinois";"http://specials-images.forbesimg.com/imageserve/5cd436d65ea6490008c7f4f5/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5cd436d65ea6490008c7f4f5/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1185";580;580;"McKesson";"mckesson";"mckesson";"Pharmaceuticals";"United States";213518;21887;"California";"John H. Scott Hammergren";-316;61011;"California";NA;NA
"1186";1447;1446;"Mebuki Financial Group";"mebuki-financial-group";"no-pic";"Regional Banks";"Japan";2165;3020;"Japan";"Satoshi Fujisawa";381;157157;NA;NA;NA
"1187";1055;1054;"MediaTek";"mediatek";"mediatek";"Semiconductors";"Taiwan";7895;14964;"Taiwan";"Tsai Li-Hsing";688;13106;NA;"http://specials-images.forbesimg.com/imageserve/5d604f2afead28000891fd1c/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d604f2afead28000891fd1c/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1188";1846;1846;"Medical Properties Trust";"medical-properties-trust";"no-pic";NA;"United States";785;6570;"Alabama";"Edward K. Aldag";1013;8844;"Alabama";NA;NA
"1189";913;912;"Mediobanca";"mediobanca";"mediobanca";"Regional Banks";"Italy";3521;9384;"Italy";"Alberto Nicola Nagel";1030;84414;NA;NA;NA
"1190";1379;1378;"Medipal Holdings";"medipal-holdings";"medipal-holdings";"Pharmaceuticals";"Japan";28780;4907;"Japan";"Shuichi Watanabe";311;15370;NA;NA;NA
"1191";150;150;"Medtronic";"medtronic";"medtronic";"Medical Equipment & Supplies";"Ireland";30555;112952;"Ireland";"Omar S. Ishrak";4919;88730;NA;NA;NA
"1192";824;824;"Mega Financial Holding";"mega-financial-holding";"mega-financial-holding";"Investment Services";"Taiwan";3158;12436;"Taiwan";"Kuang Hua Hu";925;115238;NA;NA;NA
"1193";1126;1126;"Meiji Holdings";"meiji-holdings";"meiji-holdings";"Food Processing";"Japan";11361;11265;"Japan";"Shigetaro Asano";656;9343;NA;NA;NA
"1194";989;989;"Meituan Dianping";"meituan-dianping";"no-pic";"Computer Services";"China";9803;40360;"China";"Xing Wang";-17154;17575;NA;NA;NA
"1195";1070;1070;"Melrose Industries Plc";"melrose-industries-plc";"no-pic";"Consumer Financial Services";"United Kingdom";11474;12426;"United Kingdom";"Christoper Miller";-633;25133;NA;NA;NA
"1196";1791;1791;"MercadoLibre";"mercadolibre";"mercadolibre";"Computer Services";"Argentina";1440;22240;"Argentina";"Marcos Eduardo Galperin";-37;2240;NA;NA;NA
"1197";566;566;"Merck";"merck";"merck";"Pharmaceuticals";"Germany";17745;45844;"Germany";"Stefan Oschmann";460;42757;NA;NA;NA
"1198";119;119;"Merck & Co.";"merck-co";"merck-co";"Pharmaceuticals";"United States";42264;189055;"New Jersey";"Kenneth Frazier";6220;82637;"New Jersey";NA;NA
"1199";1691;1690;"Mercuries & Associates";"mercuries-associates";"mercuries-associates";"Department Stores";"Taiwan";5582;443;"Taiwan";"Hsiang Li Chen";11;37838;NA;NA;NA
"1200";1387;1386;"Meritz Financial Group";"meritz-financial-group";"meritz-financial-group";"Diversified Insurance";"South Korea";8066;1643;"South Korea";"Yong-Beom Kim";272;46535;NA;NA;NA
"1201";1915;1915;"Meritz Securities";"meritz-securities-co-ltd";"no-pic";NA;"South Korea";1533;2489;"South Korea";"Hi-Moon Choi";389;28068;NA;NA;NA
"1202";1647;1647;"Merlin Properties SOCIMI S.A";"merlin-properties-socimi";"no-pic";"Investment Services";"Spain";624;6276;"Spain";"Ismael Clemente Orrego";1009;14372;NA;NA;NA
"1203";84;84;"MetLife";"metlife";"metlife";"Diversified Insurance";"United States";66855;43384;"New York";"Steven A. Albert Kandarian";5123;692530;"New York";"http://specials-images.forbesimg.com/imageserve/5b918f0131358e5e19432092/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5b918f0131358e5e19432092/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1204";509;509;"Metallurgical Corp of China";"metallurgical-corp-of-china";"metallurgical-corp-of-china";"Construction Services";"China";43185;10899;"China";"Bongani Nqwababa";959;63929;NA;NA;NA
"1205";1736;1736;"Metalurgica Gerdau";"metalurgica-gerdau";"metalurgica-gerdau";"Iron & Steel";"Brazil";12625;1783;"Brazil";"Gustavo Werneck da Cunha";219;13248;NA;NA;NA
"1206";1317;1317;"Metro";"metro-inc";"metro-inc";"Food Retail";"Canada";12235;9441;"Canada";"Eric Richer La Flèche";484;8001;NA;NA;NA
"1207";1252;1252;"Metro Group";"metro-group";"metro-group";"Food Retail";"Germany";32303;6079;"Germany";"Olaf G. Koch";370;17897;NA;NA;NA
"1208";1640;1639;"Metropolitan Bank & Trust";"metropolitan-bank-trust";"metropolitan-bank-trust";"Regional Banks";"Philippines";2280;5996;"Philippines";"Arthur Vy Ty";418;42673;NA;NA;NA
"1209";1512;1512;"Mettler-Toledo International";"mettler-toledo-international";"no-pic";"Conglomerates";"United States";2936;18100;"Ohio";"Olivier A. Filliol";513;2619;"Ohio";NA;NA
"1210";382;382;"Michelin Group";"michelin-group";"michelin-group";"Auto & Truck Parts";"France";25988;23750;"France";"Jean-Dominique Senard";1964;33663;NA;"http://specials-images.forbesimg.com/imageserve/5ae76c2ca7ea431279832449/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5ae76c2ca7ea431279832449/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1211";1497;1496;"Micro Focus International";"micro-focus-international";"no-pic";"Software & Programming";"United Kingdom";3170;10271;"United Kingdom";"Stephen Murdoch";523;16781;NA;NA;NA
"1212";1360;1360;"Microchip Technology";"microchip-technology";"microchip-technology";"Semiconductors";"United States";5022;23391;"Arizona";"Steve Sanghi";328;18156;"Arizona";NA;NA
"1213";206;206;"Micron Technology";"micron-technology";"micron-technology";"Semiconductors";"United States";29985;48030;"Idaho";"Sanjay Mehrotra";13060;47487;"Idaho";NA;NA
"1214";16;16;"Microsoft";"microsoft";"microsoft";"Software & Programming";"United States";118224;946521;"Washington";"Satya Nadella";33541;258859;"Washington";"http://specials-images.forbesimg.com/imageserve/5c13c8efa7ea4370591a59fa/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5c13c8efa7ea4370591a59fa/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1215";253;253;"Midea Group";"midea-group";"midea-group";"Household Appliances";"China";39753;52204;"China";"Hongbo Fang";3086;37301;NA;"http://specials-images.forbesimg.com/imageserve/5b1948b1a7ea436b547fafcf/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5b1948b1a7ea436b547fafcf/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1216";1863;1863;"Migdal Insurance";"migdal-insurance";"migdal-insurance";"Diversified Insurance";"Israel";4399;1094;"Israel";"Eran Czerninski";153;40984;NA;NA;NA
"1217";1615;1615;"Minebea";"minebea";"no-pic";"Other Industrial Equipment";"Japan";8359;7101;"Japan";"Yoshihisa Kainuma";533;7098;NA;NA;NA
"1218";1427;1427;"Mirae Asset Daewoo";"mirae-asset-daewoo";"no-pic";"Investment Services";"South Korea";3406;4755;"South Korea";"Jo Woong-Gi";415;105830;NA;"http://specials-images.forbesimg.com/imageserve/5d603f0568cb0a0008c03b76/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d603f0568cb0a0008c03b76/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1219";1755;1755;"Mirvac Group";"mirvac-group";"mirvac-group";"Real Estate";"Australia";1938;7322;"Australia";"Susan Lloyd-Hurwitz";950;9931;NA;"http://specials-images.forbesimg.com/imageserve/5d5d9cfa95808800097d8100/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d5d9cfa95808800097d8100/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1220";108;108;"Mitsubishi";"mitsubishi";"mitsubishi";"Trading Companies";"Japan";127412;42463;"Japan";"Takehiko Kakiuchi";5308;153189;NA;NA;NA
"1221";475;475;"Mitsubishi Chemical";"mitsubishi-chemical";"mitsubishi-chemical";"Diversified Chemicals";"Japan";35258;10079;"Japan";"Yoshimitsu Kobayashi";1891;51168;NA;NA;NA
"1222";325;325;"Mitsubishi Electric";"mitsubishi-electric";"mitsubishi-electric";"Electrical Equipment";"Japan";41472;29093;"Japan";"Takeshi Sugiyama";2151;37762;NA;NA;NA
"1223";508;508;"Mitsubishi Estate";"mitsubishi-estate";"mitsubishi-estate";"Real Estate";"Japan";11571;22829;"Japan";"Hirotaka Sugiyama";1197;53442;NA;NA;NA
"1224";1987;1986;"Mitsubishi Gas Chemical Company,";"mitsubishi-gas-chemical-company";"no-pic";"Diversified Chemicals";"Japan";6016;3111;"Japan";"Hideki Odaka";605;7324;NA;NA;NA
"1225";534;534;"Mitsubishi Heavy Industries";"mitsubishi-heavy-industries";"mitsubishi-heavy-industries";"Heavy Equipment";"Japan";37655;13851;"Japan";"Seiji Izumisawa";734;48032;NA;NA;NA
"1226";1457;1457;"Mitsubishi Materials";"mitsubishi-materials";"mitsubishi-materials";"Diversified Metals & Mining";"Japan";15619;3599;"Japan";"Hiroshi Yao";33;17812;NA;NA;NA
"1227";830;830;"Mitsubishi Motors";"mitsubishi-motors";"mitsubishi-motors";"Auto & Truck Manufacturers";"Japan";22350;8553;"Japan";"Osamu Masuko";966;17118;NA;NA;NA
"1228";43;43;"Mitsubishi UFJ Financial";"mitsubishi-ufj-financial";"mitsubishi-ufj-financial";"Major Banks";"Japan";53664;65008;"Japan";"Nobuyuki Hirano";9041;2799935;NA;"http://specials-images.forbesimg.com/imageserve/5d02935c34a5c40008485149/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d02935c34a5c40008485149/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1229";1059;1059;"Mitsubishi UFJ Lease";"mitsubishi-ufj-lease";"mitsubishi-ufj-lease";"Rental & Leasing";"Japan";7798;4567;"Japan";"Takahiro Yanai";626;52042;NA;NA;NA
"1230";196;196;"Mitsui";"mitsui";"mitsui";"Trading Companies";"Japan";56609;27651;"Japan";"Tatsuo Yasunaga";3547;107797;NA;NA;NA
"1231";1295;1295;"Mitsui Chemicals";"mitsui-chemicals";"mitsui-chemicals";"Specialized Chemicals";"Japan";13432;4931;"Japan";"Tsutomu Tannowa";621;13486;NA;NA;NA
"1232";375;375;"Mitsui Fudosan";"mitsui-fudosan";"mitsui-fudosan";"Real Estate";"Japan";17145;22685;"Japan";"Hiromichi Iwasa";1685;60360;NA;NA;NA
"1233";1498;1496;"Mitsui OSK Lines";"mitsui-osk-lines";"mitsui-osk-lines";"Other Transportation";"Japan";12268;2942;"Japan";"Koichi Muto";-512;19794;NA;NA;NA
"1234";1669;1669;"Mizrahi Tefahot Bank";"mizrahi-tefahot-bank";"mizrahi-tefahot-bank";"Regional Banks";"Israel";2201;5038;"Israel";"Eldad Fresher";335;69010;NA;NA;NA
"1235";125;125;"Mizuho Financial";"mizuho-financial";"mizuho-financial";"Major Banks";"Japan";33069;39799;"Japan";"Koji Fujiwara";4625;1837801;NA;NA;NA
"1236";1065;1064;"Mohawk Industries";"mohawk-industries";"mohawk-industries";"Furniture & Fixtures";"United States";9984;9543;"Georgia";"Jeffrey S. Lorberbaum";858;13099;"Georgia";NA;NA
"1237";1147;1147;"Molina Healthcare";"molina-healthcare";"no-pic";"Managed Health Care";"United States";18890;7558;"California";"Joseph M. Zubretsky";707;7154;"California";NA;NA
"1238";691;691;"Molson Coors Brewing";"molson-coors-brewing";"molson-coors-brewing";"Beverages";"United States";10770;13282;"Colorado";"Mark R. Hunter";1117;30110;"Colorado";NA;NA
"1239";228;228;"Mondelēz International";"mondelez-international";"mondelez-international";"Food Processing";"United States";25938;72418;"Illinois";"Dirk van de Put";2500;62729;"Illinois";NA;NA
"1240";1105;1105;"Mondi";"mondi";"mondi";"Paper & Paper Products";"United Kingdom";8824;10901;"United Kingdom";"Peter Josef Oswald";973;9193;NA;NA;NA
"1241";1131;1131;"Monster Beverage";"monster-beverage";"monster-beverage";"Beverages";"United States";3807;29982;"California";"Rodney Cyril Sacks";993;4653;"California";"http://specials-images.forbesimg.com/imageserve/5cd438cb169cc600095ec203/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5cd438cb169cc600095ec203/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1242";1039;1039;"Moody's";"moodys";"moodys";"Business & Personal Services";"United States";4443;35696;"New York";"Raymond W. McDaniel";1310;9526;"New York";NA;NA
"1243";48;48;"Morgan Stanley";"morgan-stanley";"morgan-stanley";"Investment Services";"United States";50870;80169;"New York";"James Patrick Patrick Gorman";8509;875964;"New York";NA;NA
"1244";1088;1088;"Mosaic";"mosaic";"mosaic";"Specialized Chemicals";"United States";9587;10443;"Massachusetts";"James Calvin O'Rourke";470;20119;"Massachusetts";NA;NA
"1245";1705;1704;"Moscow Exchange";"moscow-exchange";"moscow-exchange";"Investment Services";"Russia";643;3246;"Russia";"Alexander Konstantinovich Afanasiev";314;58850;NA;NA;NA
"1246";987;986;"Motorola Solutions";"motorola-solutions";"motorola-solutions";"Aerospace & Defense";"United States";7344;23573;"Illinois";"Gregory Q. Brown";967;9409;"Illinois";NA;NA
"1247";1568;1568;"Mowi ASA";"mowi-asa";"no-pic";"Food Processing";"Norway";4501;11375;"Norway";"Alf-Helge Aarskog";669;5882;NA;NA;NA
"1248";1656;1656;"Mr. Cooper Group";"mr-cooper-group";"no-pic";NA;"United States";1790;779;"Texas";"Jesse K. Bray";804;16973;"Texas";NA;NA
"1249";148;147;"Munich Re";"munich-re";"munich-re";"Diversified Insurance";"Germany";62872;36310;"Germany";"Joachim Wenning";2725;311574;NA;NA;NA
"1250";541;541;"Murata Manufacturing";"murata-manufacturing";"murata-manufacturing";"Electronics";"Japan";14077;33891;"Japan";"Tsuneo Murata";1757;18660;NA;NA;NA
"1251";1872;1871;"Murphy USA";"murphy-usa";"murphy-usa";"Specialty Stores";"United States";14363;2629;"Arkansas";"Andrew Andrew Clyde";214;2373;"Arkansas";NA;NA
"1252";1862;1860;"Musashino Bank";"musashino-bank";"musashino-bank";"Regional Banks";"Japan";545;654;"Japan";"Kikuo Kato";7;40997;NA;NA;NA
"1253";1816;1816;"Muyuan Foodstuff";"muyuan-foodstuff";"no-pic";"Food Processing";"China";2020;20899;"China";"Ying Lin Qin";79;4347;NA;NA;NA
"1254";969;969;"Mylan";"mylan";"mylan";"Pharmaceuticals";"United Kingdom";11428;13845;"United Kingdom";"Heather M. Bresch";353;32735;NA;NA;NA
"1255";262;262;"Møller-Maersk";"moller-maersk";"moller-maersk";"Other Transportation";"Denmark";39049;28118;"Denmark";"Søren Skou";3064;56636;NA;NA;NA
"1256";138;138;"NAB - National Australia Bank";"national-australia-bank";"national-australia-bank";"Major Banks";"Australia";25341;50665;"Australia";"Philip Wayne Chronican";4221;583766;NA;NA;NA
"1257";1348;1348;"NARI Technology Development";"nari-technology-development";"no-pic";"Electrical Equipment";"China";5173;14842;"China";"Shijie Xiao";718;7157;NA;NA;NA
"1258";1423;1423;"NASDAQ";"nasdaq";"nasdaq";"Investment Services";"United States";4396;14886;"New York";"Adena T. Friedman";458;15700;"New York";NA;NA
"1259";1023;1023;"NEC";"nec";"nec";"Electronics";"Japan";26329;8728;"Japan";"Takashi Niino";325;25164;NA;NA;NA
"1260";1389;1389;"NEXON";"nexon";"nexon";"Computer Services";"Japan";2297;12469;"Japan";"Owen Mahoney";975;5924;NA;NA;NA
"1261";1785;1785;"NH Investment & Securities";"nh-investment-securities";"nh-investment-securities";"Investment Services";"South Korea";1434;3750;"South Korea";"Young-Chae Jeong";328;48100;NA;NA;NA
"1262";371;370;"NN Group";"nn-group";"nn-group";"Life & Health Insurance";"Netherlands";22433;14160;"Netherlands";"Eilard Friese";1285;255192;NA;NA;NA
"1263";1207;1207;"NRG Energy";"nrg-energy";"nrg-energy";"Electric Utilities";"United States";10128;11438;"New Jersey";"Mauricio Gutierrez";597;10628;"New Jersey";NA;NA
"1264";1594;1594;"NSK";"nsk";"nsk";"Other Industrial Equipment";"Japan";9238;5185;"Japan";"Toshihiro Uchiyama";616;9850;NA;NA;NA
"1265";492;492;"NTPC";"ntpc";"ntpc";"Electric Utilities";"India";13214;19320;"India";"Gurdeep Singh";1636;44629;NA;NA;NA
"1266";529;529;"NVIDIA";"nvidia";"nvidia";"Semiconductors";"United States";11716;113362;"California";"Jensen Huang";4142;13292;"California";NA;NA
"1267";1263;1263;"NVR";"nvr";"nvr";"Construction Services";"United States";7032;11186;"Virginia";"Paul C. Saville";797;3166;"Virginia";NA;NA
"1268";577;577;"NXP Semiconductors";"nxp-semiconductors";"nxp-semiconductors";"Semiconductors";"Netherlands";9407;33064;"Netherlands";"Richard Lynn Clemmer";2208;21530;NA;NA;NA
"1269";649;649;"Nan Ya Plastics";"nan-ya-plastics";"nan-ya-plastics";"Diversified Chemicals";"Taiwan";11047;19879;"Taiwan";"Ming Jen Tsou";1749;18553;NA;NA;NA
"1270";1894;1894;"Nanjing Iron & Steel";"nanjing-iron-steel";"no-pic";"Iron & Steel";"China";6535;2785;"China";"Yi Xin Huang";606;6042;NA;NA;NA
"1271";1753;1753;"Nanto Bank";"nanto-bank";"nanto-bank";"Regional Banks";"Japan";600;613;"Japan";"Takashi Hashimoto";87;52118;NA;NA;NA
"1272";1847;1847;"Nanya Technology";"nanya-technology";"nanya-technology";"Semiconductors";"Taiwan";2532;6144;"Taiwan";"Lee Pei-Ing";1170;5940;NA;"http://specials-images.forbesimg.com/imageserve/5d604cf0fead28000891fcfa/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d604cf0fead28000891fcfa/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1273";418;418;"Naspers";"naspers";"naspers";"Broadcasting & Cable";"South Africa";6891;111321;"South Africa";"Robert van Dijk";13534;35764;NA;NA;NA
"1274";501;501;"National Bank of Canada";"national-bank-of-canada";"national-bank-of-canada";"Regional Banks";"Canada";8440;15889;"Canada";"Louis Vachon";1652;200529;NA;NA;NA
"1275";1646;1646;"National Bank of Greece";"national-bank-of-greece";"national-bank-of-greece";"Regional Banks";"Greece";1986;2005;"Greece";"Paul K. Mylonas";-96;74413;NA;NA;NA
"1276";711;711;"National Bank of Kuwait";"national-bank-of-kuwait";"national-bank-of-kuwait";"Regional Banks";"Kuwait";4388;19863;"Kuwait";"Isam Jassim Al-Sager";1220;90151;NA;NA;NA
"1277";420;420;"National Commercial Bank";"national-commercial-bank";"national-commercial-bank";"Regional Banks";"Saudi Arabia";6255;47272;"Saudi Arabia";"Faisal Omar Al-Sakkaf";2844;120862;NA;NA;NA
"1278";241;241;"National Grid";"national-grid";"national-grid";"Electric Utilities";"United Kingdom";20045;36321;"United Kingdom";"John Mark Pettigrew";4442;79241;NA;NA;NA
"1279";1323;1323;"National Oilwell Varco";"national-oilwell-varco";"national-oilwell-varco";"Oil Services & Equipment";"United States";8455;10409;"Texas";"Clay C. C. Williams";-31;19796;"Texas";NA;NA
"1280";324;324;"Natixis";"natixis";"natixis";"Major Banks";"France";17476;18583;"France";"François Riahi";1746;566426;NA;NA;NA
"1281";651;651;"Naturgy Energy Group";"naturgy-energy-group";"no-pic";"Natural Gas Utilities";"Spain";28714;27534;"Spain";"Francisco Miguel Reynés Massanet";-3353;46447;NA;NA;NA
"1282";1443;1442;"Naver";"naver";"naver";"Computer Services";"South Korea";5077;15171;"South Korea";"Han Seong-Sook";590;8856;NA;"http://specials-images.forbesimg.com/imageserve/5d6042a1673aa300083be67b/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d6042a1673aa300083be67b/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
